sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"""Ambiente agradável e culinária apurada, tendo como principais ingredientes os belos peixes de água doce da região.""",18.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O preço é um pouco acima da média, mas vale cada centavo que custa.""",15.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Recomendo""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Comemos um prato Camarões Beira mar!""",7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""É excepcional, mas poderia vim um pouco mais...""",9.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"""Serve três pessoas.""",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Vem como acompanhamento batata cozida e arroz com brócolis!""",10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Coco Bambu sempre tem fila!""",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""É bom ligar antes para fazer a reserva.""",9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Ligue o quanto antes porque o horário para agendar reserva é limitado.""",13.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Hamburgueria artesanal com tempero diferenciado, de primeira qualidade, fora o atendimento no qual diferencia por serem bilíngues,.""",18.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Recomendo quem quer saciar a fome..""",7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Os pratos são bem servidos, por isso atenção, o pedido para uma pessoa geralmente vem com dois filés ou postas, dependendo do seu apetite e do seu bolso...peça o que lhe for melhor.""",35.0,1.0,5.0,1.0,2.0,2.0,5.0,0.0,8.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
"""Uma excelente descoberta que fiz em terras manauaras ao localizar este simpático restaurante de peixe amazônico próximo ao hotel em que estive hospedado (Blue Tree Premium).""",27.0,6.0,4.0,6.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Como já disse o cardápio principal é de peixe amazônico.""",11.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Experimentei o 'Tambaqui na Telha'.""",6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""No jantar em que estive havia música ao vivo com um ótimo cantor de MPB.""",16.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"""Local agradável, vale a visita e excelente custo benefício (1 prato serve 3).""",14.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""ótimo restaurante e ótimo atendimento, fomos atendidos pelo sr. Pedro Jacks muito atencioso, gostei de mais.""",17.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"""Excelente peixe, para quem esta localizado no Distrito Industrial, excelente pedida para almoço.""",14.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""dica Matrinxã recheada.""",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""É um restaurante executivo com buffet gostoso e serviço a la carte bem no centrinho da cidade mas é bem pequeno.""",22.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Funciona para almoço e jantar.""",6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Nota 10 restaurante com comidas típicas e variadas para todos gostos atendimento nota mil super recomendo fantástico voltaria com certeza!!!""",21.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
"""Comparativamente ao Coco Bambu de Brasília, achei os pratos melhores servidos de camarão.""",14.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Lugar novo , dentro do shopping Ponta Negra.""",8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Serviço bom.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Som ao vivo agradavel.""",5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Pratos dão até para três pessoas.""",7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Muito bom, recomendo atendimento 100% Agradeço o Ricardo José pelo excelente atendimento e o prato de camarão show!!!""",19.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
"""O atendimento foi ótimo, a entrada (banana pacová com patê de algum peixe) foi uma delícia e o tambaqui, em si, um espetáculo!""",24.0,2.0,3.0,2.0,2.0,1.0,6.0,0.0,8.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"""Recomendo!""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""O preço também é ótimo!""",6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"""Comida regional chique demais.""",5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente frequentado pela elite de Manaus.""",7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Encontrei até jogador de vôlei (Nalbert).""",7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""E vi um peixe tambaqui de 40 Kg!!!""",9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Pratos usando produtos regionais mas com inovações.""",8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ambiente agradável com decoração lembrando a Amazônia como parede imitando escamas de pirarucu e casa de pau-a-pique.""",18.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Melhor rodízio de pizza de manaus (de terça a quinta-feira), a pizza com massa fininha, bem recheada e com vários sabores, muito bom!!""",24.0,4.0,6.0,4.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
"""O rodízio tem um preço acima dos concorrentes, mas vale o cobrado pela qualidade oferecida.""",16.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""O serviço é bom, sempre tem um garçom por perto e o bacana é que possui um estacionamento gratuito bem em frente.""",23.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""O gergelim na borda é a marca registrada da pizzaria e vai muito bem com os sabores salgados.""",19.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Para beber uma dica é o mate que fazem, que acompanha bem a pizza.""",15.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Já na sobremesa, as pizzas de cupuaçu e de mm's já fazem valer o rodízio, por serem sensacionais.""",19.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Manaus tem peixarias muito boas e a Choupana, sem dúvida está entre as melhores!""",15.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"""A comida é ótima, saborosa e bem preparada.""",9.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é agradabilíssimo!""",5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo!""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Coco bambu é maravilhoso em qualquer lugar!""",8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Camarão internacional para duas pessoas serve tranquilo para três!""",10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""De sobremesa a cocada ao forno com sorvete é espetacular!""",11.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Sem duvidas, o Restaurante Banzeiro é uma das melhores peixarias de Manaus!""",13.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""A criatividade na elaboração dos pratos é fantástica!""",9.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Uma explosão de sabores regionais inigualável!""",7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Atualmente peca, é muito, pela falta de compromisso com o horário de atendimento (fechamento) pela parte da noite!""",19.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Visito o restaurante com certa frequência e muitas foram as vezes q mesmo chegando antes das 23:00 ( horário de fechamento, em tese)encontrei com a plaquinha minúscula, pouco visível de dentro do carro, avisando que já estava fechado.""",39.0,3.0,6.0,3.0,2.0,1.0,4.0,0.0,9.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0
"""Saudades do tempo em q o maître Adonias  nos  atendia e aos demais clientes, com rigor no cumprimento do horário!.""",21.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Lamentável um restaurante da categoria do Banzeiro, não respeitar os clientes com o Básico., qual seja, cumprimento do horário!""",20.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Saudades do que já tivemos!""",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"""Entre um vôo e outro , já que no aeroporto de Manaus ainda não tem NEHUM restaurante , arriscamos esse .""",19.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
"""O local é bastante simples e até que o preço cobrado não é tão ""simples"" assim , mas a comida era boa .""",22.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Apenas fiquei surpresa pois era num sábado as 21:00 e não havia nenhuma mesa ocupada além da nossa.""",19.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Uma pena!""",3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O nome engana - o lugar tem uma variedade enorme de todo tipo de bebidas, comidas tipicas deliciosas padrão gourmet, um ambiente aconchegante.""",24.0,5.0,2.0,5.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Quem entra não tem pressa de sair.""",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Excelente atendimento, garçom Ebrahim muito educado e atencioso.""",9.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo o restaurante, o melhor de Manaus!""",8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"""Ótima variedade de sucos.""",5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Salgados e sanduíches saborosos, porém o valor exorbitante cobrado me deixa insatisfeito.""",13.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Restaurante muito bom e concorrido de Manaus.""",8.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Comida regional com pratos generosos.""",6.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Muito bom com muitas opções, além do tradiconal peixe, tem também outros pratos para quem não come peixe.""",19.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Preço justo""",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Comida saborosa.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Impecável.""",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Peixe estava bem preparado no ponto e com acompanhamentos deliciosos.""",11.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O único problema foi no atendimento, pois o garçom deveria ser novo e não sabia explicar as bebidas por exemplo.""",21.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
"""Mas valeu a pena.""",5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Boas pixzzas e boas massas.""",6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Lugar aconchegante e tranquilo.""",5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento razoavel, principalmente quando está cheio.""",7.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Preço justo pela qualidade dos pratos.""",7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Vim comer nessa pizzaria no domingo.""",7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Foi bastante tranquilo e a pizza veio rápido.""",9.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Achei bem saborosa e com recheio de qualidade.""",9.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Não gostei muito da borda com gergelim, algo fora do padrão de pizza.""",14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Mas de maneira geral valeu a pena.""",8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Quando se está com muita fome e sem opção o Habibs pode ser a saída....o ambiente não é agradável e comida é razoável.""",25.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Uma boa opção para quem quer comer rápido, mas fugindo do barulho da praça de alimentação.""",17.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Buffet com opções variadas e saborosas.""",7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""De sobremesa, peça o petit gateau !""",7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Serve lanches e cerveja gelada, tem mesinhas fora do estabelecimento, funciona em uma casa antiga o que faz parte do seu charme.""",23.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Recomendo.""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Recentemente inaugurado e em plena Savassi, o restaurante é um local agradável, com sua cozinha espanhola com influência mediterrânea, conta também com um espaço cultural com exposições de artes, apresentações artísticas e dança flamenca.""",35.0,7.0,6.0,7.0,1.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Seu carro chefe são as paellas valencianas e marinera.""",10.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Imperdíveis!""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O bar fica próximo ao Teatro Amazonas, e geralmente tem música ao vivo acompanhada de cerveja gelada.""",18.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Para comer uma boa pedida é o sanduíche de pernil e bolinhos de bacalhau.""",15.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""O ambiente é agradável em razão da diversidade de seus frequentadores.""",12.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Um lugar seguro, agradável, aconchegante, preço acessível, bem localizado, faça uma visita com a sua família ou amigos.""",19.0,4.0,1.0,4.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Sabor da comida fantástico, em qualquer especialidade típica da região.""",11.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Além do atendimento e ambiente super confortável.""",8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Além de continuar com um bom self service, com destaque para as sobremesas, também tem boas opções a la carte.""",21.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
"""Mas o destaque são os drinks preparados pelo Marcolino, principalmente as caipirinhas de cupuaçu e a tradicional.""",18.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Também tem bons shows folclóricos nas quintas feira.""",9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Bom para experimentar releituras de pratos da comida regional.""",10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Adorei TUDO que experimentei, especialmente, o pesto de Jambu.""",10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Fora isso, o atendimento é MUITO bom e o ambiente/vista são lindos.""",13.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""As empanadas deste lugar são deliciosas, e as cervejas também, tem boa opção de vinho!!""",16.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Gostei, pena que o lugar é pequeno, muitas vezes não tem lugares disponíveis!""",14.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Muito bom!""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""A carne de sol é ótima, muito bem servida, as Cervejas do Dedé são muito saborosas, principalmente a Dunkel, o atendimento é top""",23.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Esta sorveteria é muito simpática, bem em frente ao Teatro Amazonas, na praça.""",14.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Experimentei o sorvete de Creme de Cupuaçu, delicioso!""",9.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Tem outros sabores de frutas locais e também os usuais.""",11.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"""Além disso, o pessoal que atende é muito gentil!""",10.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Muito bom, local simples de boa qualidade, sucos deliciosos e abundantes.""",12.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
