sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
#follow to #download Dell inspiron 5100 notebook User Manual - TB006500570012 @ServiceRepair23,12.0,5.0,0.4166666666666667,7.0,0.0744680851063829,0.0
Notebook Dell Inspiron I14-3421-A10 Preço: R$950 Pouquíssimo uso!!!!! Está em excelente estado! Na caixa!!... http://fb.me/7nAVAX2uP,16.0,10.0,0.625,15.0,0.1136363636363636,0.0
Notebook Dell Inspirion 14 8GB de Memória e 500GB de HD http://produto.mercadolivre.com.br/MLB-675186327-notebook-dell-inspirion-14-8gb-memoria-500gb-hd-_JM …,16.0,9.0,0.5625,15.0,0.0949367088607595,0.0
Comprei um notebook novo... eu tinha um da HP e comprei agora um da Dell.,15.0,3.0,0.2,4.0,0.0547945205479452,0.0
"@simpson_yuri eita mano... Notebook da Dell é foda vei kkkk, vc é um felizardo hahhaha joga na mega-sena logo kkkk",20.0,2.0,0.1,2.0,0.0175438596491228,1.0
#DELL #LAPTOP LATITUDE COMPUTER #WINDOWS 7 CORE 2 DUO 3GB RAM #DVD #WIFI #NOTEBOOK #HD #BuyNOW $117.94 #deal http://ebay.to/1KE7KB5,21.0,15.0,0.7142857142857143,70.0,0.5343511450381679,0.0
"maior arrependimento da minha vida foi ter dado 4 mil reais no notebook da dell. jesus, tira essa raiva de mim!!!!",21.0,0.0,0.0,0.0,0.0,1.0
Esse notebook da Dell é uma verdadeira merda,8.0,2.0,0.25,2.0,0.0454545454545454,1.0
Me ajudem alguém sabe o modelo do Notebook Dell que atrás acende a logo na tampa quem souber vai me ajudar muito!,22.0,3.0,0.1363636363636363,3.0,0.0265486725663716,0.0
"Quero esse notebook com touch da dell, ainda vem com uma Stylus",12.0,2.0,0.1666666666666666,2.0,0.0317460317460317,0.0
"Entro no site da dell com a intenção de comprar o notebook mais barato, aí eles fazem a comparação com os mais caros...",23.0,1.0,0.0434782608695652,1.0,0.0084033613445378,1.0
Dell Latitude E6400 Notebook http://www.24marketing.org/dell-latitude-e6400-notebook-2/ …,8.0,4.0,0.5,4.0,0.0449438202247191,0.0
Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,14.0,7.0,0.5,10.0,0.0952380952380952,0.0
"@DellAjuda Meu notebook está com a tela piscando, entrei em contato com a Dell e vão me enviar um orçamento",20.0,3.0,0.15,4.0,0.0373831775700934,0.0
Meu notebook tá todo fodido. Tenho é que começar a trabalhar logo pra comprar outro e um outro cel também. Quero outro Dell,23.0,4.0,0.1739130434782608,4.0,0.032520325203252,1.0
"Notebook Dell, um monstro de performance, um bosta pra sinal wi-fi",11.0,2.0,0.1818181818181818,2.0,0.0303030303030303,1.0
"Dell Latitude E5500 15.4"" Notebook Core2Duo @ 2.26GHz, 1GB, No HD- Boots to BIOS …http://buy-it-now-unbelievable-offer.buy2day.info/buy/01/?query=111710283759 …  Link permanente da imagem incorporada",26.0,12.0,0.4615384615384615,19.0,0.0954773869346733,0.0
"Depois de 56 (!) minutos com o suporte telefônico da Dell, terei q enviar o notebook para a assistência.",18.0,2.0,0.1111111111111111,2.0,0.0192307692307692,1.0
"@ofernandoreis isso rolou com meu notebook da Dell. Era poeira nos difusores de saída de ar quente. Desmontei, limpei e resolveu.",21.0,3.0,0.1428571428571428,3.0,0.0232558139534883,0.0
@DellnoBrasil Oi Dell! Vocês não tem mais notebook com drive de Blu-ray?,12.0,5.0,0.4166666666666667,6.0,0.0833333333333333,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
Notebook da Dell é muito bom ???,6.0,2.0,0.3333333333333333,2.0,0.0625,1.0
"a propósito, vi um notebook lindo hoje, da Dell, era quadradão do jeito q eu gosto asoidhjasiofd",17.0,1.0,0.0588235294117647,1.0,0.0104166666666666,1.0
Acheiiiiiiii http://fb.me/318I7YanN,3.0,2.0,0.6666666666666666,4.0,0.1142857142857142,0.0
Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,14.0,7.0,0.5,10.0,0.0952380952380952,0.0
"Dell Latitude E6500 15.4"" Notebook …http://best-very-impressive-items.buy2day.info/buy/01/?query=141708762342 …  Link permanente da imagem incorporada",16.0,5.0,0.3125,5.0,0.0333333333333333,0.0
Ôh Aidar vende pra mim?,5.0,1.0,0.2,1.0,0.0434782608695652,0.0
Meu notebook não ta ligando @Dell ?,6.0,2.0,0.3333333333333333,2.0,0.0571428571428571,1.0
"De acordo com a analise realizada por nosso consultor, este computador é o que melhor irá se adequar as suas... http://fb.me/6UH18edWI",22.0,2.0,0.0909090909090909,5.0,0.0373134328358208,0.0
Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,14.0,7.0,0.5,10.0,0.0952380952380952,0.0
Dá uma olhada nessa reclamação contra @DellnoBrasil Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13629753/dell-computadores-do-brasil/notebook-dell-aparelhos-de-terceira-categoria/ …,18.0,5.0,0.2777777777777778,10.0,0.0471698113207547,1.0
obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem,14.0,0.0,0.0,0.0,0.0,1.0
Para que escolher entre tablet e notebook se você pode ter o melhor dos dois com o Latitude 13 2 em 1 Série 7000. O…http://dell.to/1R23sqS,26.0,4.0,0.1538461538461538,6.0,0.0434782608695652,0.0
@DellAjuda ola tenho um notebook dell e queria desabilitar a função backup recovery porque o sistema trava ou fica lento. Obrigado.,21.0,2.0,0.0952380952380952,3.0,0.0229007633587786,0.0
"@confidobrev samsung, sony e dell são as melhores pra notebook",10.0,0.0,0.0,0.0,0.0,1.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
@DellnoBrasil ow dell na onde q ver meus pedidos no site de vocês? Tô tentando comprar esse notebook http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612656brp052w&model_id=inspiron-15-5548-laptop … e não consigo,26.0,2.0,0.0769230769230769,3.0,0.0131004366812227,0.0
To querendo um notebook novo. Eu to vendo um Dell e um da apple. Mas eu tenho sérios problemas com teclado pequeno.,22.0,4.0,0.1818181818181818,4.0,0.0347826086956521,0.0
"Boa tarde! Tem Notebook Dell com i3, 4GB de memória e HD de 500GB, vai ficar de fora dessa? Confere só!... http://fb.me/1Tnq4aXhW",23.0,9.0,0.391304347826087,14.0,0.1085271317829457,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
Finalmente meu notebook novo chegou! Agora eu 'tou com a @Dell.,11.0,3.0,0.2727272727272727,3.0,0.0476190476190476,1.0
Notebook da Dell Precision tem alta performance em edição de vídeo http://tinyurl.com/p9a9dou,13.0,3.0,0.2307692307692307,3.0,0.032258064516129,0.0
"@whatived0ne eu tenho notebook e ps4. mas comprei o note pensando em jogar, claro. é da dell e tem uma placa de vídeo dedicada de 2gb",26.0,0.0,0.0,0.0,0.0,0.0
notebook natinha...http://www.walmart.com.br/produto/Informatica/Notebooks/Acer/493 …... — o segundo! dell eh vida <3 http://ask.fm/a/c919n8lb,16.0,3.0,0.1875,3.0,0.0211267605633802,1.0
Torcendo pra Dell agilizar logo minha situação pra eu não precisar ir no Procon. Tanto problema só pq eu quis comprar um notebook bom.,24.0,4.0,0.1666666666666666,4.0,0.0298507462686567,1.0
"Por isso não gosto desse notebook Dell, vive pedindo atualização e demora um ano pra ligar depois",17.0,2.0,0.1176470588235294,2.0,0.0206185567010309,1.0
#BOMDIA com esse super notebook com qualidade Dell! Confira: http://bit.ly/1BQOgWx   Link permanente da imagem incorporada,16.0,5.0,0.3125,13.0,0.1065573770491803,0.0
Conheça o Notebook Dell 2 em 1: Tablet + Notebook! Aproveite o desconto e garanta o seu aqui: http://bit.ly/1eUYJq1   Link permanente da imagem incorporada,25.0,8.0,0.32,10.0,0.064516129032258,0.0
#BOMDIA com esse super notebook com qualidade Dell! Confira: http://bit.ly/1C1wK2m   Link permanente da imagem incorporada,16.0,5.0,0.3125,11.0,0.0901639344262295,0.0
Vamos começar a semana com a qualidade Dell! Conheça o Notebook Dell 2 em 1 e garanta o seu: http://bit.ly/1eUTbMc   Link permanente da imagem incorporada,26.0,7.0,0.2692307692307692,9.0,0.0584415584415584,0.0
Tô há quatro meses com o notebook da Dell e os graves do som já estão fodidos.....................,17.0,2.0,0.1176470588235294,2.0,0.0204081632653061,1.0
"Retirando HD Notebook Dell para Realização de Backup Total em Cliente ""Amigo"" em Varginha / MG.",16.0,11.0,0.6875,13.0,0.1368421052631579,0.0
@DellnoBrasil Sonho de consumo um notebook da dell #dell dau ma moral ai,13.0,2.0,0.1538461538461538,3.0,0.0416666666666666,0.0
"qual a melhor marca de notebook gnt, asus ou dell??? (não vem com apple pro meu lado nao que n tenho dinheiro)",22.0,0.0,0.0,0.0,0.0,0.0
"Vou mandar esse notebook de volta pra DELL com uma bomba atômica dentro, porque é uma porcaria mesmo",18.0,2.0,0.1111111111111111,5.0,0.05,1.0
"Extra – Imperdível Oferta 30% OFF no Notebook Dell Inspiron I14-3443-A30 com Intel Core i5-5200U, 4GB, 1TB,… http://www.cupomdesconto.blog.br/coupon/extra-imperdivel-oferta-30-off-no-notebook-dell-inspiron-i14-3443-a30-com-intel-core-i5-5200u-4gb-1tb-gravador-de-dvd-leitor-de-cartoes-led-14-windows-8-1-e-antivirus-mcafee/ …",23.0,13.0,0.5652173913043478,18.0,0.0553846153846153,0.0
Meu notebook Dell tem um diacho de um programa em segundo plano de recovery que não tem nenhuma opção de desativar.,21.0,2.0,0.0952380952380952,2.0,0.017391304347826,1.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
"Planejando trocar seu notebook? Na Papel e Cia, compre um Dell que vale por dois! Confira no Piso L2 – SUL ;)  Link permanente da imagem incorporada",27.0,10.0,0.3703703703703703,12.0,0.081081081081081,0.0
"VAI TOMAR NO CÚ! SÓ PASSO RAIVA COM ESSA MERDA DE NOTEBOOK!!! Jamais comprem produtos Dell, é uma bosta!",19.0,14.0,0.7368421052631579,46.0,0.4423076923076923,1.0
Hoje é comemorado o Dia Nacional do Progresso. Então que tal aproveitar a data e dar um upgrade no seu notebook? http://del.ly/6019BBcSJ,23.0,6.0,0.2608695652173913,9.0,0.0661764705882353,0.0
APROVEITE!,1.0,1.0,1.0,9.0,0.9,0.0
@americanascom boa tarde! Tem desconto para notebook Dell Inspiron I14? Preciso muito comprar um. Me ajuda ai!,17.0,6.0,0.3529411764705882,6.0,0.0545454545454545,0.0
"Dell Latitude E6500 15.4"" Notebook …http://special-online-deals-impressive-offers.newoffers.info/buy/01/?query=141704060715 …  Link permanente da imagem incorporada",16.0,5.0,0.3125,5.0,0.0304878048780487,0.0
O Dell XPS 13 é um notebook estiloso voltado para a produtividade.   http://info.abril.com.br/multimidia/tv/notebooks/dell-xps-13-e-a-ferrari-dos-notebooks-34cbce61aaa538a73d6ab7e60e8a8906.shtml … via @_INFO  Link permanente da imagem incorporada,25.0,4.0,0.16,10.0,0.040650406504065,0.0
"Vendo notebook Dell Super conservado.Só venda mesmo! R$ 550,00 a Vista ou 600,00 em até 12 Vezes (com juros)... http://fb.me/3BWJ0YxBS",24.0,7.0,0.2916666666666667,13.0,0.0970149253731343,0.0
". @Dell R$ 1.603,29 pra trocar só a tela de um notebook que custou R$ 2399? Cês tão de zoeira?",21.0,2.0,0.0952380952380952,4.0,0.0425531914893617,1.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
"@magazineluiza https://m.magazineluiza.com.br/notebook-dell-serie-5000-inspiron-15-intel-core-i5-8gb-1tb-windows-8.1-tela-15-6-placa-de-video-2gb/p/1352264/in/nodl/ … ele tava por 2300 e poucos a vista no carrinho ja, quando fui comprar ""aconteceu"" isso..",23.0,0.0,0.0,0.0,0.0,0.0
"@adrianomg_s Olá, POATARTI! Opa, vemk http://pingu.im/1BSWluh  =)",8.0,4.0,0.5,13.0,0.2,0.0
"@Lais_HS Olá, POATARTI! Que tal: http://pingu.im/1LAC6EL  =)",8.0,5.0,0.625,18.0,0.3,0.0
@rbnave eu to jogando num notebook dell 2010 podridão edition,10.0,0.0,0.0,0.0,0.0,1.0
@magazineluiza preciso de um notebook da Dell Inspiron 14. Rola aquele desconto?,12.0,3.0,0.25,3.0,0.0375,0.0
"@pontofrio me ajuda! Agora preciso comprar um notebook da Dell Inspiron 14. E, como sempre, tenho pouca grana. Estou decidindo por preço...",22.0,4.0,0.1818181818181818,5.0,0.0359712230215827,0.0
aceitando um notebook novo da Dell ou um PS4 de presente vlw flw,13.0,2.0,0.1538461538461538,3.0,0.046875,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://www.tecmundo.com.br/dell-inspiron-13-7000/82150-analise-notebook-dell-inspiron-13-serie-7000-video.htm … via @Tec_Mundo,16.0,4.0,0.25,5.0,0.0277777777777777,0.0
"Notebook dell intel core 2 duos - Computadores e acessórios - Itaúna, São Gonçalo , bomnegócio... http://fb.me/7yZIm0ieS",17.0,6.0,0.3529411764705882,8.0,0.0666666666666666,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"Genteee, a Dell finalmente entregou meu notebook, a partir de amanhã começo a atualizar o FC, tô muito feliz ???",19.0,3.0,0.1578947368421052,4.0,0.0357142857142857,0.0
"Gnt, mandei uns tweets pra Dell kkkkkkkkkk pra eles me darem um notebook novo, pq não sei de onde tirarei dinheiro pra comprar um novo",25.0,2.0,0.08,2.0,0.0149253731343283,0.0
"@DellnoBrasil então venho por meio deste Tweet pedir um notebook novo, pois me sinto no direito de pedir pois sempre índico Dell para todos",24.0,3.0,0.125,4.0,0.0287769784172661,0.0
"@DellnoBrasil por favor, sou estudante de Arquitetura e necessito de um notebook novo, pois o meu, Dell, já tem mais de 4 anos +",24.0,3.0,0.125,4.0,0.03125,0.0
#luanz Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://ow.ly/30yU8w,11.0,4.0,0.3636363636363636,4.0,0.05,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1LHlF6l,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
#betalab Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca p... http://bit.ly/1fH5fAR,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://bit.ly/1fH5fAR,10.0,4.0,0.4,6.0,0.08,0.0
Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1fH5fAR,20.0,5.0,0.25,7.0,0.0518518518518518,0.0
http://eexponews.com/analise-notebook-dell-inspiron-13-serie-7000-video_4761273602408448 … - Análise: notebook Dell Inspiron 13 série 7000 [vídeo]  Link permanente da imagem incorporada,17.0,4.0,0.2352941176470588,4.0,0.0216216216216216,0.0
Ultimas horas para você conseguir um Notebook Dell com um ótimo desconto! Confira: http://maga.lu/1HhYrpE   Link permanente da imagem incorporada,20.0,6.0,0.3,8.0,0.0551724137931034,0.0
"É ó último dia de produtos Dell com descontos de até 25% + 10% à vista! Então corre, não perca essa oportunidade! http://mvoce.com/1GufTl0",24.0,3.0,0.125,4.0,0.0289855072463768,0.0
to no chat da dell to vendo que meu notebook ta com o pé na cova,16.0,0.0,0.0,0.0,0.0,0.0
tanta série que estou na duvida qual era a serie que o notebook era da dell,16.0,0.0,0.0,0.0,0.0,0.0
eu comprei um notebook da @Dell e mano oficialmente pior bosta que eu ja comprei na vida,17.0,1.0,0.0588235294117647,1.0,0.0113636363636363,1.0
"Notebook Dell Série 3000 Inspiron 8GB 1TB Windows 8.1 Placa de Vídeo 2GB em até 10x de R$ 249,90 ou R$ 2.374,05 à v https://www.magazinevoce.com.br/magazinetiosamnews/p/notebook-dell-serie-3000-inspiron-14-intel-core-i5-8gb-1tb-windows-81-led-14-hdmi-placa-de-video-2gb/115052/ …",33.0,10.0,0.303030303030303,15.0,0.053763440860215,0.0
"To vendendo meu notebook dell, ele queimou a placa, + todas as peças estão em perfeito estado ta bom bj",20.0,1.0,0.05,1.0,0.0097087378640776,0.0
Super descontos em Notebook DELL. Aproveite. Compre hoje o seu!... http://fb.me/7GseopHgv,12.0,6.0,0.5,10.0,0.1123595505617977,0.0
"Aí não sei se fodo com a dell ou se com o pessoal que formatou meu notebook, socorro",18.0,1.0,0.0555555555555555,1.0,0.0119047619047619,1.0
"Meu notebook da Dell, chegou a uma semana aqui em casa.  Not novo, vindo da loja e já ta dando defeito... Oh marca bosta essa Dell",26.0,5.0,0.1923076923076923,5.0,0.0384615384615384,1.0
Acelere porque é só HOJE e AMANHÃ esse DESCONTAÇO! de 1.999 por 1.899 reai$. https://www.magazinevoce.com.br/magazineperola/p/notebook-dell-serie-3000-inspiron-14-i14-3442-b10-intel-core-i3-4gb-1tb-windows-81-led-14-hdmi/116679/ …  Link permanente da imagem incorporada,26.0,5.0,0.1923076923076923,20.0,0.0743494423791821,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"Notebook Dell Core i5 4GB 1TB com um superdesconto, você só encontra no meu Clube ~> http://maga.lu/1GIFZmD",18.0,7.0,0.3888888888888889,13.0,0.1214953271028037,0.0
Dell anuncia um mega Notebook com Ubuntu pré-instalado http://cruv.com.br/blog/softwares/dell-anuncia-um-mega-notebook-com-ubuntu-pre-instalado/ …,12.0,3.0,0.25,3.0,0.0205479452054794,0.0
"Notebook dell intel core 2 duos - Computadores e acessórios - Itaúna, São Gonçalo , bomnegócio... http://fb.me/1U05mRfTC",17.0,6.0,0.3529411764705882,9.0,0.075,0.0
"Tela 15.6"" Notebook Dell Inspiron 1545 - apenas R$ 283,90 a vista no boleto. Confira! http://bit.ly/1GqBXx1   Link permanente da imagem incorporada",24.0,7.0,0.2916666666666667,10.0,0.0680272108843537,0.0
Magazine Luiza tem #Notebook #Dell em oferta por 48 horas especiais http://quenotebookcomprar.com.br/magazine-luiza-tem-notebook-dell-em-oferta-por-48-horas-especiais/ …,15.0,4.0,0.2666666666666666,4.0,0.0236686390532544,0.0
Especialistas em Notebook Dell HP Sony Vaio Acer Referencia Nacional - Especialista Em Notebook... http://fb.me/4fbzYORqR,16.0,13.0,0.8125,17.0,0.140495867768595,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
"Nas 48hs especiais Dell tem até 25% de desconto! Aproveita então essa oferta, é só hoje e amanhã. Corre! http://mvoce.com/1LC6Z8q",21.0,5.0,0.238095238095238,7.0,0.0542635658914728,0.0
Minha amiga quer trocar o notebook dela (dell) pela minha câmera (semi prof) da Canon. Faço isso ou não?,19.0,3.0,0.1578947368421052,3.0,0.0288461538461538,0.0
Problemas com a tela LCD de seu notebook? Confira nossas dicas ?? - http://dell.to/1x3yVfk,14.0,4.0,0.2857142857142857,6.0,0.0666666666666666,0.0
"Fino, leve e pronto para impressionar. Carregue pouco peso e divirta-se com um notebook ultraportátil que oferece... http://fb.me/3W4ybMswP  0 retweet 1 curtiu Responder   Retweetar    Curtir  1",27.0,6.0,0.2222222222222222,8.0,0.0412371134020618,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"[34%] R$ 1,439.10 Notebook Dell Série 3000 Inspiron 14 I14 #promocao [MagazineLuiza] http://dquanto.com/produto/detalhe/5/03b3811c4a4ab62a79997bf4f4167e9f …  Link permanente da imagem incorporada",22.0,7.0,0.3181818181818182,9.0,0.0461538461538461,0.0
"L C #Deals #Bargains Dell Inspiron 15 5000 15.6"" HD Notebook, 8GB RAM, 1TB HDD, Silver #I5548-2500SLV #Forsale http://dlvr.it/BJdwhB",21.0,15.0,0.7142857142857143,28.0,0.2121212121212121,0.0
"Desliguei o outro notebook só pra usar o Dell e nossa, que sileeeencio HUAHUAHUAHua",14.0,3.0,0.2142857142857142,12.0,0.144578313253012,1.0
Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,20.0,15.0,0.75,19.0,0.1319444444444444,0.0
"@Dell agora só falta vc, venha notebook novo que eu quero te usar",13.0,1.0,0.0769230769230769,1.0,0.0153846153846153,0.0
Aprenda como evitar superaquecimento em seu Notebook Dell - http://dell.to/1xYKWS  http://fb.me/7rGbjprCh  Ver conteúdo multimídia,16.0,6.0,0.375,10.0,0.0769230769230769,0.0
Aprenda como evitar superaquecimento em seu Notebook Dell ? - http://dell.to/1xYKWSt  Ver conteúdo multimídia 2 retweets 2 curtiram Responder   Retweetar  2   Curtir  2,23.0,8.0,0.3478260869565217,11.0,0.0654761904761904,0.0
"quero trocar meu notebook, não gostei desse da Dell quero um HP dnv ??????",13.0,2.0,0.1538461538461538,3.0,0.0405405405405405,1.0
Gostei de um vídeo @YouTube http://youtu.be/IazABA88GfI?aConserto … do notebook dell. Analisando a placa com defeito não liga.,19.0,5.0,0.2631578947368421,11.0,0.0873015873015873,0.0
Preciso comprar um notebook urgente! Lá vai a grana toda embora... Alguém sabe de um lugar mais barato? Quero o Dell Inspiron 14.,23.0,6.0,0.2608695652173913,6.0,0.0465116279069767,0.0
#follow to #download Dell inspiron 8200 notebook User Manual - TB006500570008 @ServiceRepair23,12.0,5.0,0.4166666666666667,7.0,0.0744680851063829,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"tive DELL por 3 anos e meio e foi um notebook muito bom, esse ASUS agora tá me parecendo tão bom quanto :D",23.0,2.0,0.0869565217391304,9.0,0.0849056603773584,1.0
Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,20.0,15.0,0.75,19.0,0.1319444444444444,0.0
"Dell 15.6"" (250 GB, Intel Pentium Dual Core, 2 GHz, 3 GB) Notebook -... …http://niche-products-awe-inspiring-deal.newoffers.info/buy/01/?query=321789638300 …  Link permanente da imagem incorporada",25.0,10.0,0.4,13.0,0.0663265306122449,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
Compre um notebook da dell e de brinde ganhe 24 meses de dor de cabeça ou sofra com ela até trocar de notebook :),24.0,1.0,0.0416666666666666,1.0,0.0088495575221238,1.0
Especialistas em Notebook Dell HP Sony Vaio Acer Referencia Nacional - Especialista Em Notebook... http://fb.me/1hG62mgNl,16.0,13.0,0.8125,15.0,0.1239669421487603,0.0
O brother Marcus está vendendo o Dell dele. Máquina novinha... #vendendo #notebook #dell http://fb.me/4pGUwTVBP,15.0,4.0,0.2666666666666666,10.0,0.09009009009009,0.0
"Mega promoção imperdível de celular top, confira você também!!!!!... http://fb.me/3PWixEh70",11.0,2.0,0.1818181818181818,4.0,0.0439560439560439,0.0
"@hey_mika Estou fazendo manutenção preventiva do meu notebook Dell, peças para todos os lados.  Incrível como espaço nunca é suficiente.",20.0,3.0,0.15,3.0,0.0220588235294117,0.0
SUBMARINO- Notebook Ultrafino Dell Vostro V14T-5470-A20 com Intel Core i5 4GB - Comprar agora! http://goo.gl/VwFnbg,16.0,12.0,0.75,23.0,0.2,0.0
"Ativei as configurações do TouchPed do notebook. Fui pra casa da namorada, voltei, me deitei e agora que apareceu a janela de opções. #Dell",24.0,4.0,0.1666666666666666,5.0,0.0359712230215827,1.0
tem um notebook ai no meio! #dell #stickers @ Goianésia do Pará https://instagram.com/p/4KADL4m68V/,14.0,3.0,0.2142857142857142,7.0,0.0707070707070707,0.0
@brunnaalves ??????? fui furtado amiga e levaram meu notebook dell spiron 1515 BO 201520163917,13.0,1.0,0.0769230769230769,2.0,0.0212765957446808,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Meu notebook Ta pedindo pra ser jogado pela janela. @Dell ainda essa porra. Paguei horrores. #sextacomvalentinosdv,16.0,4.0,0.25,4.0,0.0350877192982456,1.0
Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,20.0,15.0,0.75,19.0,0.1319444444444444,0.0
"Recuperação de HD Notebook DELL, Vai ficar novo - Em BGF Informática!???",12.0,8.0,0.6666666666666666,14.0,0.1944444444444444,0.0
Parece que vou poder comprar meu tão sonhado notebook Dell Inspiron 5000 i7 8GB RAM 1TB HD estou :D,19.0,7.0,0.3684210526315789,13.0,0.1313131313131313,0.0
"a melhor coisa do notebook da dell é o teclado iluminado, era um sacrifício digitar no escurto",17.0,0.0,0.0,0.0,0.0,1.0
Vou me aventurar tentando instalar o OS X Yosemite no meu notebook Dell. Hackintosh no Inspiron.,16.0,6.0,0.375,8.0,0.0833333333333333,0.0
"Vendo semi-novo Notebook Dell  Preço original: R$1600,00 Vendo por apenas R$960,00 Notebook Dell Inspiron... http://fb.me/41GiUh70m",18.0,9.0,0.5,12.0,0.0916030534351145,0.0
"Entrei no site da #Dell pra vê se tinha atualização. Resultado, vou ter que atualizar quase todos os componentes do notebook ?",21.0,3.0,0.1428571428571428,3.0,0.0238095238095238,0.0
Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,13.0,8.0,0.6153846153846154,12.0,0.1212121212121212,0.0
"Dell Latitude E4310 13.3"" Notebook …http://sensational-palatial-items.buy2day.info/buy/01/?query=221804617477 …  Link permanente da imagem incorporada",16.0,5.0,0.3125,5.0,0.0333333333333333,0.0
"Dell anuncia um mega Notebook com Ubuntu pré-instalado - Diolinux - Linux, Ubuntu, Android e... http://fb.me/7j2kO93Be",17.0,8.0,0.4705882352941176,9.0,0.0762711864406779,0.0
Experimentando um notebook Dell que já vem com #Ubuntu. Será que a @dellnobrasil fez um bom trabalho?  Link permanente da imagem incorporada,22.0,5.0,0.2272727272727272,5.0,0.0357142857142857,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Er_ZMic4Nkc?aReview … notebook Dell Inspiron 14R (Português - BR),18.0,8.0,0.4444444444444444,14.0,0.1129032258064516,0.0
