sentence,rule1,rule2,rule3,rule4,rule5,subjectivity
"Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!",1,0,0,1,1,1
A comida é extremamente saborosa e os pratos são bem servidos.,0,1,0,0,1,1
O ambiente é bastante simples e o serviço deixou a desejar.,0,1,0,0,0,1
"O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.",0,0,0,1,0,0
Vale a visita,0,0,0,0,0,0
"Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.",1,0,0,0,0,1
Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.,1,0,0,0,0,1
"O ambiente é bem amplo, iluminado.",0,1,0,0,0,1
"Nenhum luxo, mas é agradável.",0,0,0,0,0,0
Atendimento muito cordial dos funcionários.,0,1,0,0,0,1
"Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.",0,1,0,0,0,0
Caro demais.,0,0,0,0,0,1
Recomendo procurar outros restaurantes na área.,0,0,0,0,0,0
"Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.",1,0,0,1,1,0
"O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.",0,0,0,0,0,1
Boteco bem simples com preço de Bistrô.,0,1,0,0,0,1
"Um bom lugar para estar com a família e/ou amigos, incluindo crianças.",1,0,0,0,0,1
Restaurante muito aconchegante e com bom atendimento.,1,1,0,0,0,1
A cozinheira veio até à nossa mesa e se colocou à disposição para confirmar o bom atendimento.,1,0,0,0,0,1
Preço bom e comida muito boa.,0,1,0,1,0,1
Frequento o restaurante a 3 anos e toda vez que eu vou sou bem tratada.,0,0,0,0,1,0
"Os sushis são diferentes, frescos e incríveis.",0,0,0,0,0,1
Os especiais da casa são os coringas e meus favoritos.,0,0,0,0,0,0
Com sobremesa inclusa de rolinho primavera de doce de leite.,0,0,0,1,0,0
SENSACIONAL.,0,0,0,0,0,0
Amooo.,0,0,0,0,0,0
Endereco tradicional paulistano.,0,0,1,1,0,0
"Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar).",1,0,0,1,0,0
Fui por indicação a esse restaurante e realmente fiquei muito surpresa.,0,0,0,0,1,0
"Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos.",0,0,0,0,0,1
Comi gnui e estava maravilhoso.,0,0,0,0,0,1
"De sobremesa um doce com aipim, sorvete de côco e doce de leite.",0,0,0,0,0,0
"O côco pesou para mim, mas essa é uma intolerância minha.",0,0,0,0,0,0
A sobremesa estava excelente.,0,0,0,0,0,1
A minha amiga que comeu também não teve problema algum.,0,0,0,0,1,0
Recomendo e voltarei!,0,0,0,0,0,0
Difícil não sair satisfeito do Rascal.,0,0,0,0,1,0
O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia.,0,0,0,1,0,0
"Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!",1,1,0,1,0,1
Ambiente rústico que traz o apelo artesanal.,0,0,0,1,0,1
"O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis.",0,0,0,1,0,1
A fabricação é visível aos clientes e o atendimento é bom.,0,0,0,0,0,1
Bem localizado na Av.,0,0,0,0,1,1
"Dom Severino, local nobre da zona leste da cidade.",0,0,0,1,0,0
"Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio.",0,1,0,0,0,1
"No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante.",0,0,0,1,0,0
"As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado.",1,0,0,1,1,1
"De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena.",0,1,0,0,0,1
Não pedimos vinho ou alguma bebida cara para elevar o preço.,0,0,0,0,1,0
"Em resumo, nada que justifique o preço de R$ 194,40 por pessoa.",0,0,0,0,0,0
Recomendo!,0,0,0,0,0,0
Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional.,0,0,0,0,0,1
"Destaque para o Mateus, Maciel e em especial o Carlos",0,0,0,0,0,0
É tipo um boteco sofisticado.,0,0,0,1,0,1
"O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons.",0,1,0,0,0,1
Freqüentado pelos moradores do Leblon.,0,0,0,0,0,0
"Muito bem localizado em frente à praia de Meirelles, pouco depois da popular ""feirinha"", com excelente atendimento e ambiente muito agradável.",1,1,0,0,1,1
"Comi a famosa carne seca na moranga, que faz jus à sua fama.",1,0,0,1,0,0
"Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura.",0,0,0,1,1,0
Recomendo também a Caipirosca de morango.,0,0,0,0,0,0
"Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova.",0,0,0,1,0,0
"O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas.",0,0,0,1,0,1
Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas.,0,0,0,0,0,0
"O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos.",0,1,0,0,0,1
"Como não poderia deixar de ser, nem tudo é perfeito.",0,0,0,0,1,0
"O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas.",0,0,0,0,0,1
"Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas.",1,0,0,1,0,1
As sobremesas merecem destaque pela variedade e sabor.,0,0,0,0,0,0
"Local muito bom , na Passarela do Caranguejo.",0,1,0,0,0,1
Com excelente comida e música ao vivo.,1,0,0,0,0,1
Destaque para a decoração que achei incrível .,0,0,0,0,0,1
ótimo atendimento.,1,0,0,0,0,1
Preço dentro da média .,0,0,0,0,0,1
Vale a pena conhecer.,0,0,0,0,0,0
"A melhor cerveja artesanal de Belém, fica na Cervejaria Amazon Beer, localizada na Estação das Docas, próximo ao ver-o-peso, um dos ambientes mais indicados para os turistas, além, de poder ver o por-do-sol a beira da baia do guajará.",1,0,0,1,1,1
"Existe diversos tipos de cervejas, como a com sabor de açaí, taperebá e bacuri.",0,0,0,0,0,0
As pizzas da Forneria são ótimas!!,0,0,0,0,0,1
"Massa deliciosa, ingredientes de qualidade.",0,0,0,1,0,1
O atendimento é muito bom e o preço bem justo.,0,1,0,0,0,1
"Pizza simples (margherita) sai por R$ 47, uma mais elaborada por R$ 56!!",0,0,0,1,1,0
O restaurante é especializado na cozinha portuguesa.,0,0,0,1,0,0
"Atendimento muito bom, o bacalhau esplêndido.",0,1,0,0,0,1
O único defeito é o espaço que é pequeno.,1,0,0,0,0,1
Os pratos quentes do restaurantes são deliciosos.,0,0,0,1,0,1
"Restaurante a kilo , normalmente são de baixo custo , atenção , não é o caso deste !",1,0,0,0,0,0
"O kilo perto dos R $ 75,00 torna o almoço de rotina muito caro , permitindo o cálculo e trazendo o almoço no Mangai pra uma realidade possível , quanto ao sabor ... muito bom !",0,1,0,1,0,1
Bom mesmo.,0,0,0,0,0,0
"Comida perfeita, atendimento do garçom Wemerson nota 10, música agradável, ambiente agradável",0,0,0,1,0,1
"Bebida sempre gelada , pessoas bonitas  e simpáticas , lugar perfeito para fazer amizades e passar a noite toda bebendo e comendo!",0,0,0,1,1,1
"Atendimento top, Wemerson garçom com um atendimento impecável, chopp gelado e comida de primeira.",0,0,0,1,0,1
Muito bom!!!,0,1,0,0,0,1
"A comida do restaurante é maravilhosa, com boa variedade de pratos e vinhos, o ambiente também é fenomenal.",1,0,0,0,0,1
"Porém o atendimento deixa muito a desejar, a entrada demorou muito mais que o prato principal, acredito que esqueceram de encaminhar o pedido, a coca-cola que pedimos não veio, tivemos que pedir a outro garçom.",0,0,0,1,1,1
"E os preços são um pouco caro, nada exorbitante, mas R$ 16,50 numa entrada simples de apenas 06 torradas de brusqueta e R$ 51,00 num prato de macarrão simples com molho vermelho é um pouco defasado da realidade.",0,1,0,1,0,1
"comida muito boa e de alto nível, lugar super agradável e atendimento de primeira.",1,1,1,1,0,1
parabéns aos proprietários .,0,0,0,0,0,0
"Comidas típicas do Nordeste, decoração rústica é bem aconchegante com atendimento ótimo e estacionamento privativo.",0,1,0,1,0,1
"Lugar pequeno e no ápice do sucesso, então é normal que tenha fila.",0,0,0,1,0,1
Achei a gestão da fila atenciosa e amigável.,0,0,0,1,0,1
O lugar é descontraído e a proposta particular e bem cuidada nos detalhes.,0,1,0,1,0,1
O valor é médio alto e o serviço ágil.,0,0,1,1,0,1
Um lugar que está na moda.,0,0,0,0,0,0
"Mas nada de ""best 50""......",0,0,0,0,0,0
Cheguei no local na noite do dia 25/04/2019.,0,0,0,0,0,0
"O restaurante possui uma loja de vinhos, onde pude encontrar opções bastante em conta e outras um pouco mais caras.",0,0,0,0,0,0
"Tem vinhos para todos os gostos mas, para ser sincero, achei fraca da disponibilidade dos vinhos do Porto, meu vinho favorito.",0,0,0,1,0,0
Muito poucas (e caras) opções.,0,0,0,0,0,0
Os garçons são muito educados e atenciosos.,0,1,0,0,0,1
O ambiente é interessante.,0,0,0,0,0,1
Ambiente familiar.,0,0,0,1,0,1
"Os pratos são extraordinários, atendimento cortês e a Carla Pernambuco passa de mesa em mesa cumprimentando os clientes.",0,0,0,1,0,1
Superou nossa expectativa.,0,0,0,0,0,0
"Uma opção excelente, os hambúrgueres são muito gostosos, a maionese artesanal é espetacular, as batatas bem crocantes, o atendimento é sempre bom.",0,1,0,1,0,1
O melhor fondue que já comi!!!!,1,0,0,0,1,1
Tudo com muita qualidade e atendimento ideal.,0,0,0,1,0,1
Única coisa chata é a espera.,1,0,0,1,0,1
Cheguei às 20h e entrei somente as 22h.,0,0,0,0,0,0
Mas ainda assim vale muito a pena.,0,0,0,0,1,0
"A hamburgueria oferece um conceito inovador, seja em seu cardápio ou em sua decoração.",0,0,0,1,0,0
Trata-se da tradicional localização do famoso Rio’s .,1,0,0,0,0,0
"A proposta é seguir o modelo do antigo Porcão, inclusive sem grandes modificações na estrutura.",1,0,0,0,0,0
Mantiveram tudo igual: buffet de saladas incrivel e as carnes chegando a mesa no estilo rodízio.,0,0,0,1,0,1
Quanto as carnes tudo dentro do esperado sem grandes novidades.,1,0,0,0,0,0
Ficam devendo as costelas bovinas e as linguiças .,0,0,0,1,0,0
Preços bem salgados por sinal.,0,0,0,0,1,1
Vou demorar para voltar!,0,0,0,0,0,0
"fomos pra um café da manhã no dia dos pais, estava bem cheio mas havia mesa disponível.",0,1,0,1,0,0
"Local linda, com mesas ao ar livre e super arborizado, tem um cantinho pra crianças com alguns brinquedos e lápis pra desenhar.",0,1,0,1,0,1
"Comida boa mas sem muita variedade, devem melhorar no atendimento pq demora um pouco.",0,0,0,1,0,1
"Pedimos um cardápio pronto de café da manhã pra dividirmos, não troxeram pratos suficientes e, ao solicitarmos demoraram pra trazer, tivemos que pedir pra outra pessoa que prontamente nos atendeu.",0,0,0,1,1,0
"Vale a visita em um dia ensolarado, local muito aconchegante.",0,1,0,0,0,1
"Comida maravilhosa, preco justo....",0,0,0,1,0,1
Bar do Adão é tradicional dos cariocas!,0,0,0,0,0,1
Destaque para o pastel de camarão e a cervejinha na calçada!,0,0,0,0,0,0
Maravilhoso!,0,0,0,0,0,0
"Fomos comemorar meu aniversário no Coco Bambu e tivemos um excelente atendimento - garçom Carlos , além da comida que estava deliciosa e bebidas perfeitas.",1,0,0,1,0,1
Comida boa e com um diferencial no sabor.,0,0,0,1,0,1
"Lanches de qualidade e com inovação, bom para um final de tarde entre amigos",0,0,0,0,0,1
"Outback é uma otima opção para comer e beber com qualidade, fica situado no shopping Center Norte com facil acesso, muito bom para almoço em familia, amigos e ate mesmo um almoço de negócio informal, recomendo como pedido a costelinha de porco, simplesmente perfeito.",1,1,0,1,0,1
Sem duvida o menezes Grill é o melhor espetinho de carne que existe no bairro da Cidade Velha é bem servidor e delicioso.,1,0,0,0,0,1
"Posso ter tido azar, mas não gostei desse restaurante.",0,0,0,0,1,0
"A decoração é muito bonita, mas os pratos deixaram a desejar.",0,1,0,0,0,1
Achei muito caro por aquilo que serve.,0,1,0,0,0,1
Primeira vez que fui ao Mamma Jamma e tive uma boa experiência.,1,0,0,0,0,1
"Preço é justo: Pedi de entrada um pão com calabresa, com queijo gratinado (muito bom, por sinal) e uma pizza grande para dividir por 2 pessoas + bebidas, e deu um pouco menos de 60 reais para cada.",1,1,0,1,0,1
Atendimento e comida excelente como sempre!,0,0,0,1,0,1
"Restaurante dentro do Copacabana Palace....atendimento impecável, comida muito boa  e ambiente bom...",0,1,0,1,0,1
"Restaurante nota 10, da recepção no estacionamento, atendimento, menu, visual, conforto e comida deliciosa.",0,0,0,1,0,1
"O preço compatível com a qualidade, menos de R$ 100 por pessoa com entrada, bebidas, pratos e sobremesa.",0,0,0,1,0,1
"Amplo estacionamento, serviço de primeira, uma das melhores opções de João Pessoa.",1,0,0,0,0,1
O lugar que da vontade de voltar e levar os amigos.,0,0,0,0,0,0
"Estive com grupo de amigos, éramos em 10.",0,0,0,0,0,0
Fomos bem atendidos.,0,0,0,0,1,0
"Ó restaurante não é muito grande, mas o serviço é muito bom e os pratos fartos.",0,1,0,0,0,1
Dependendo da fome pode pedir um prato e dividir.,0,0,0,0,0,0
Sobremesa peça o peti gatô deles.,0,0,0,0,0,0
Bem gostoso.,0,1,0,0,0,0
Estive no Skinna para comemorar o meu aniversário de casamento e fui realmemte surpreendido pela qualidade e principalmente pelo atendimento.,0,0,0,0,0,0
"Pedi de entrada casquinhas de siri e iscas de lagosta crocante, tudo muito fresco.",0,1,0,1,0,1
"De prato principal delícias do mar com cherne e lagosta e a qualidade se manteve e para finalizar carpaccio de banana, muito bom.",1,1,0,0,0,1
O atendimento foi excelente e cada garçom que nos atendeu nos deram todas as informações e sugestões para que tivéssemos uma noite agradabilíssima.,0,0,0,1,0,1
Eu recomendo sem medo.,0,0,0,0,0,0
"O lugar é bonito e divertido,  feito para turistas, já que só funciona às segundas.",0,0,0,0,1,1
"Há apresentação de quadrilha e banda tocando diversos ritmos, com foco no forró.",0,0,0,0,0,0
"A entrada é 50 reais por pessoa,  sem consumação.",0,0,0,0,0,0
Além disso deve-se deixar separados 10 reais para os flanelinhas.,0,0,0,0,0,0
"No dia 20 de outubro, após indicações de amigos, fomos conhecer o tão bem recomendado hambúrguer desse estabelecimento.",0,0,0,0,1,0
"Chegando lá, encontramos um local muito pequeno e lotado, porém fomos informados que poderíamos comprar no delivery, do outro lado da rua, enquanto aguardávamos a mesa.",0,1,0,0,1,1
"Na compra no delivery já houve o primeiro fato “truculento”, cobrança facultativa de 10% para a “equipe de cozinha”.",1,0,0,1,1,0
"Após pegarmos nosso lanche, a segunda “surpresa”: não havia embalagem para o pudim, sendo entregue em uma lata, semelhante a uma lata de extrato de tomate e sem colher.",0,0,0,0,1,0
O lamen é barato (um missô lamen e chashu tonkotsu lamen ficaram R$20 cada).,1,0,0,1,0,1
"O atendimento foi bom, ao contrário do que as pessoas normalmente dizem.",0,0,0,0,1,1
"Ao invés de expulsar as pessoas apenas prezam pela limpeza do local, inclusive, ao final da refeição, nos foi oferecido mais uma porção de gyoza.",0,0,0,0,1,0
"O tempo de espera foi por volta de 1h e 30 min, mas pelo valor vale a pena esperar.",0,0,0,0,0,0
Fomos conhecer a Cervejaria Amazon Beer no final da tarde e pedi bolinhos de queijo com carne seca e são maravilhosos.,0,0,0,1,0,1
Tem um cardápio regional e há vários pratos que servem bem para duas pessoas.,0,0,0,1,0,0
O preço é para turistas.,0,0,0,0,0,0
tem uma bela vista panorâmica.,1,0,0,1,0,0
"Comida muito boa, ambiente muito descontraído, ótimo para confraternizar com amigos.",0,1,0,0,1,1
Atendimento muito rápido.O único defeito é que quase sempre tem que enfrentar  uma fila de espera para entrar.,1,1,0,0,0,1
"Adorei a comida, porém o fato de o local ser muito grande achei um pouco desconfortável e o atendimento demorado.",0,1,0,0,0,1
"Apesar disso, como sempre, a comida estava ótima e sempre de ótima qualidade para agradar seus clientes",1,0,0,0,0,1
"Eu, namorada fomos comemorar aniversário de uma colega.",0,0,0,0,0,0
"Foi bacana, opções de bebidas e comida boas, bom atendimento, ambiente agradável.",1,0,0,1,0,1
"Apesar de manter a mesma qualidade que os demais restaurantes da rede Elias, o da São Clemente fecha às 16:00 e não tem as cervejas artesanais da rede.",1,0,0,1,1,0
"Mas a comida... como sempre, maravilhosa!!!",0,0,0,0,0,1
Rodízio muito bom!,0,1,0,0,0,1
O atendimento é rápido e eficiente!,0,0,0,0,0,1
Shimeji quentinho e os sushis e sashimis frescos!,0,0,0,1,0,1
Vale a pena!!!,0,0,0,0,0,0
"Ambiente agradavel,pratos bem servidos e sobremesas variadas.Espaço para crianças brincarem.",0,0,0,1,1,1
Estacionamento amplo com manobrista pago.,0,0,0,1,0,1
atendimento mto bom.,0,1,0,0,0,1
comida mto bem preparada.,0,1,0,0,0,1
"mas deve se dizer que por ser feita para atender o grande publico, o ambiente se torna menos confortável, pois o barulho eh mto grande.",1,1,0,0,0,1
"No demais, vale a pena conhecer",0,0,0,0,0,0
"O restaurante possui diversas opções de pratos, todas de qualidade excelente, sendo esse o seu ponto.",0,0,0,1,0,1
Quase sem palavras para descrever.,0,0,0,0,0,0
Ótimo atendimento do garçom Roberval Viana e uma comida excelente tbm!!!,1,0,0,1,0,1
"Lugar agradável embora quando cheio alguns lugares ficam inviáveis por colocarem as mesas muito próximas, tem-se a impressão de invasão  de privacidade.",0,1,0,1,0,1
Buffet de frios variados e bons.,0,0,0,0,0,1
"Pizza massa fina, bem servida de ingredientes .",0,0,0,1,1,1
"Atendimento eficiente, local com ar condicionado.",0,0,0,1,0,1
Padaria localizada ao lado do Hotel Ibis Budget da Frei Caneca que faz boa comida por preço justo.,1,0,0,1,0,1
"Os salgados são muito bons, especialmente os croissants.",0,1,0,0,0,1
"boa opção no centro da cidade.boa oferta de comida,preco e atendimento,limpeza tambem boa,recomendo.",1,1,0,0,0,1
Eu e m eu filho comemos um Xfile e ficamos uma semana com infecção intestinal.,0,0,0,1,0,0
"No calçadão da Rua da Quitanda, bem próximo à Praça do Patriarca.",0,0,0,0,0,0
"Funciona no almoço com buffet com várias opções de pratos frios, quentes, sobremesas e sucos incluídos.",0,0,0,1,0,0
Tudo com qualidade.,0,0,0,0,0,1
É bar mas com opções de pratos para refeições e não somente petiscos.,0,0,0,0,0,0
Cozinha brasileira.,0,0,0,1,0,0
Pratos para compartilhar.,0,0,0,0,0,0
Bom atendimento.,1,0,0,0,0,1
"Assim que você entra já ouve uma música ambiente, já fica flutuando.",0,0,0,1,1,0
Aí tem duas árvores que foram preservarás na construção.,0,0,0,0,1,0
Ambiente muito aconchegante.,0,1,0,0,0,1
"O buffet é a vontade, preço fixo.",0,0,0,1,0,0
Pode se servir várias vezes.,0,0,0,0,0,0
Tudo sem enlatados e temperos prontos.,0,0,0,0,0,0
Bebida à vontade.,0,0,0,0,0,0
Uma grande variedade de frutas.,1,0,0,0,0,1
Preço justo.,0,0,0,1,0,1
Ingredientes orgânicos para quem se preocupa com a saúde.,0,0,0,1,0,0
Comprei para ir no rodízio de fondue com uns casais de amigo e gostei muito da visita.,0,0,0,0,0,0
O restaurante Remanso do peixe oferece o que de melhor existe em pescado na amazônia.,0,0,0,0,1,0
Morador ou visitante não pode deixar de conhecer essa maravilha da culinária paraense.,0,0,0,1,1,0
Recomendo.,0,0,0,0,0,0
"Apesar de achar o couvert artístico um pouco caro demais e a espera para conseguir uma mesa ser um pouco cansativa, acho que o restaurante vale a pena.",0,1,0,1,0,1
"Não é barato, mas o serviço foi bom, a pizza veio super rápido, o menu é ótimo (várias opções de pizza e você pode optar por dividir a sua pizza em em até 3 sabores diferentes) e o ambiente é agradável.",0,1,0,1,0,1
Bem localizado.,0,0,0,0,1,1
Voltaria.,0,0,0,0,0,0
"Melhor pizza da cidade em termos de massa fina, preço um pouco salgado.",1,1,0,1,0,1
Tem o melhor petit gateu da ilha.,1,0,0,0,0,1
Muito bom!!,0,1,0,0,0,1
Atendimento excelente do Michael!!,0,0,0,1,0,1
Comida deliciosa e ambiente agradável!,0,0,0,1,0,1
Caipirinha deliciosa!,0,0,0,1,0,1
Pratos caros e visualmente feios.,0,1,0,1,0,1
Pouca quantidade.,0,0,0,0,0,0
Pedi o salmão e não tinha mais disponível na cozinha.,0,1,0,0,1,0
Experiência pra não voltar mais.,0,0,0,0,1,0
Comprar chocolates na cacau show é uma boa saída para quem quer fugir dos chocolates mais tradicionais e quer experimentar novos e deliciosos sabores de chocolates.,1,1,0,0,0,1
Excelente atendimento.,1,0,0,0,0,1
Ambiente tipicamente carioca.,0,1,0,0,0,0
"Comida muito bom, muito bem temperada.",0,1,0,0,1,1
Preço justo.,0,0,0,1,0,1
Excelente custo-benefício.,1,0,0,0,0,1
"Ambiente agradável, garçons educados, comida gostosa, mas... as porções dos pratos kids são muito, muito, muito pequenas.",0,1,0,1,0,1
Vergonhoso cobrarem tão caro por tão pouca massa.,0,1,0,0,0,0
Até meu filho de 3 anos saiu de lá com fome.,0,0,0,0,0,0
"Não volto mais, pois teria que pedir um prato de adulto para um menininho se alimentar adequadamente.",0,0,0,0,1,0
"Atendimento de primeira, ambiente super legal.",0,1,0,0,0,1
Ideal para um jantar entre amigos.,0,0,0,0,0,0
As opções com camarão são as melhores mas os de peixes também são uma delícia.,0,0,0,0,0,1
O preço é razoável até.,0,0,0,0,0,1
"Chope bemtirado, comida questionável, o joelho de porco é bem feito, porém a salada de batatas veio azeda e o chucrute bem antigo.",0,1,0,1,0,1
As salsichas de qualidade duvidosa.,0,0,0,1,0,1
O preço para o Rio é compatível .,0,0,0,0,0,1
"Ambiente acolhedor, bebidas self-service, rock dos melhores (clássicos e atuais) e atendimento maravilhoso.",0,0,0,1,0,1
"Esse restaurante é muito agradável, um excelente atendimento uma vista pro mar de abrilhantar os olhos e com uma refeição divina, nesse final de ano ele estarão fazendo um pacote muito bom pra quem gosta de celebrar a virada do ano de frente pro mar.",1,1,0,1,0,1
"Local agradável, amplo, cardápio variado e bom atendimento.",1,0,0,1,0,1
"Além de variados e deliciosos acaís, servem outras opções de lanches que equivalem à refeição e sucos muito gostosos.",0,1,0,0,0,1
"sushi di boa qualidade e otimo tempura de legumes e camarao, tambem tem sobremesa incluida no valor do rodizio",1,0,0,0,0,1
A pizzaria é um charme.,0,0,0,0,0,1
O ambiente é ótimo para um encontro romântico ou para comer uma pizza com os amigos.,0,0,0,1,0,1
"O atendimento é bom, rápido e eficiente.",0,0,0,0,0,1
Os preços não são baratos entretanto não chegam a ser astronômicos.,0,0,0,0,1,1
Recomendo para uma refeição diferente e deliciosa.,0,0,0,1,0,0
Dei mais uma chance para a Real.,0,0,0,0,0,0
Genteeee!!!!,0,0,0,0,0,0
"Vcs precisam ir a este lugar e comer a comida do Bryan, ver os arcos, beber Pisco, conversar com o chef sobre a comida peruana e terminar com o Suspiro a la limeña que é uma das 3 sobremesas mais incriveis que já comi!",0,1,0,1,1,0
"Ambiente bem cuidado, atendimento excelente.",0,0,0,1,0,1
"Pequena variedade, mas atende inclusive  vegetarianos.",1,0,0,0,0,0
Costuma ter bolinhas fritos a assados fora do habitual.,0,0,0,1,0,0
Tudo bem caprichado.,0,1,0,0,0,1
Preço caprichado também.,0,0,0,0,0,1
Não é para o dia-a-dia.,0,0,0,0,0,0
"O kg custa R$ 65,00.",0,0,0,0,0,0
"Destaque para o creme brulee, boa pedida para sobremesa.",1,0,0,1,0,0
Va com tempo.,0,0,0,0,0,0
Mesas para muitas pessoas demoram um pouco para liberar,0,0,0,0,0,0
"No Executivo Grill você tem um ambiente descontraído, com diversas opções de saladas, pratos quentes, carnes, feijoada, a comida é gostosa, o atendimento é razoável e o preço é muito bom.",0,1,0,1,0,1
Ambiente super agradável e de ótimo atendimento.,1,0,0,1,0,1
Fomos muito bem atendidos!,0,0,0,0,1,0
A carne é ótima e o lugar super agradável!,0,1,0,0,0,1
Recomendo!,0,0,0,0,0,0
Um dos melhores restaurantes que vi na cidade.,1,0,0,0,0,0
Tradicional.,0,0,0,0,0,0
As melhores burekas (folhados redondos recheados - em formato de donut) .,1,0,0,0,0,1
Para saborear no local e tambem levar pra casa (congeladas).,0,0,0,0,0,0
"Ter no congelador sempre que pintar ""aquela vontade"" (e vai pintar sempre, rsrrss).",0,0,0,0,0,0
A de ricota e de espinafre são imbativeis.,0,0,0,0,0,1
"Lanche gostoso, as batatas chips que vêm de acompanhamento e a maionese temperada da casa são boas, atendimento e ambiente agradáveis, preço em conta e ainda tem delivery.",0,0,0,1,1,1
"As esfirras são a melhor propaganda do restaurante de comida tipica árabe, sabores variados (adoro a folheada de carne e a de azeitona), mas os outros pratos também são muito bons.",1,1,1,1,0,1
"Não deixem de experimentar os charutinhos de folha de uva, o tempero é leve e saboroso.",0,0,0,0,1,1
O espaço é simples e o atendimento costuma ser rápido nas mesas.,0,0,0,0,0,1
"No balcão é um pouco mais confuso pela quantidade de pessoas que ficam ao redor esperando atendimento e comendo ali mesmo, mas é tb o lugar mais divertido já que podemos presenciar a interação entre os donos árabes ou descendentes e os funcionários brasileiros...",0,1,0,1,0,0
Cumpre o esperado.,0,0,0,0,0,0
"Boa variedade de carnes, e variado buffet de saladas e outros acompanhamentos.",1,0,0,0,0,1
Bom atendimento.,1,0,0,0,0,1
Preço razoável.,0,0,0,1,0,1
Recomendo.,0,0,0,0,0,0
Que desfrutar de um lanche leve e rápido vale a pena no flash lanches.,0,0,0,1,0,1
Tudo muito cuidado e ambiência limpa.,0,0,0,1,0,1
"Restaurante muito bem localizado perto de varios hotéis , almoçamos depois das 16:00 sendo que a maioria dos restaurantes daquela região já estavam fechados, comida deliciosa feita com produtos saudáveis !",1,0,0,1,1,1
Adoramos !,0,0,0,0,0,0
Pedimos um rodízio que só começou a ser servido após chamar o garçom e reclamar,0,0,0,0,1,0
"Um lindo lugar, cardápio muito direcionado à camarão, preços elevados, mais condizentes com bom ambiente que as porções poucp generosas.",1,1,1,1,1,1
"A casa costuma lotar no fim da tarde e serve um variado menu, de cerca de 30 itens, como pratos individuais e coletivos, para crianças, panelinhas, espetinhos e espetões, saladas, sanduíches, caldos e sobremesas.",1,0,0,1,0,1
"A porção de costela assada na brasa por seis horas, vai à mesa com mandioca, vinagrete e farofa.",0,0,0,0,0,0
"Ou seja, simplesmente DIVINOOO!",0,0,0,0,0,0
"O restaurante oferece um cardápio com massas, strogonoff, saladas, picadinho servidos em porções generosas, contam com um delicioso café e o ambiente é agradável, aconchegante e leve.",1,0,0,1,0,1
"Infelizmente no dia que fui pedi duas opções de sobremesa que não tinham disponíveis, mas de modo geral a expriência foi muito agradável.",0,1,0,1,1,1
Quero agradecer por escolherem as terras Brasileiras para lançar o Jamie's Italian.,0,0,0,1,0,0
"As refeições por aqui estão cada vez mais padronizadas e não saudáveis, talvez pela cultura ou talvez pela pressão dos restaurantes do tipo fast-food.",0,1,0,1,0,0
"Estamos ansiosos para vivenciar um marco nos costumes da nossa sociedade, o despertar do interesse nos alimentos, sua procedência e seu poder nutricional.",0,0,0,1,0,0
PARABÉNS!,0,0,0,0,0,0
"Batatas fritas muito especiais, burger extremamente saboroso (quem não come mal passado deve evitar).",0,1,0,1,1,1
