sentence,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,subjectivity
"Os funcionários são educados, porém, numa das vezes que estivemos houve um problema com a conta (erro da casa) e a mesma não se esforçou para resolvê-lo.",0.04765625,1.525,0.00709375,0.227,0.0654375,2.094,0.0452187499999999,1.4469999999999998,0.020625,0.66,1.0
Um casa desse nível não poderia ter tal comportamento.,0.1719,1.719,0.1278,1.278,0.099,0.99,0.1253,1.253,0.0227,0.227,0.0
"Todavia, o preço dos pratos são assustadores, muito embora um prato individual serve com fartura duas pessoas, mas ainda assim o preço é puxado.",0.1342142857142857,3.758,0.0261785714285714,0.733,0.0941785714285714,2.637,0.1007857142857142,2.822,0.0547857142857142,1.534,1.0
"Boa estrutura, ótima comida, esperava ais variedade, serve rodízio e a la carte, atendimento bom, poderia ter maior área climatizada, não identifiquei mobilidade para cadeirantes, idosos, se for em um numero grande de pessoas, é bom fazer uma reserva.",0.1175714285714285,5.761000000000001,0.0987959183673469,4.840999999999999,0.0973877551020408,4.771999999999999,0.1015102040816326,4.974,0.0089591836734693,0.439,1.0
A Cantina Ghiotto é um dos pouquíssimos restaurantes em Manaus que está sempre se reinventando e buscando maneiras de melhorar seu espaço e serviço pra melhor atender seus clientes.,0.0782333333333333,2.347,0.0465,1.395,0.1157666666666666,3.473,0.0867333333333333,2.602,0.0392,1.1760000000000002,0.0
Isso verdadeiramente me impressiona!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ótima opção pra quem gosta de um rodízio de massa e pizza em um ambiente descontraído repleto de jovens e muita energia positiva.,0.17725,4.254,0.127,3.048,0.230375,5.529000000000001,0.1766666666666666,4.24,0.00425,0.102,1.0
Atendimento sempre excelente !,0.3685,1.474,0.23825,0.953,0.34875,1.395,0.3185,1.274,0.0,0.0,1.0
"Comida típica da região, gostosa, feita com capricho, peixes frescos, tudo muito gostoso!!",0.0787368421052631,1.496,0.0213684210526315,0.406,0.0413684210526315,0.7859999999999999,0.054578947368421,1.037,0.0417894736842105,0.794,1.0
"Atendimento excelente, garçons muito atenciosos!",0.3202857142857143,2.242,0.1361428571428571,0.953,0.2837142857142857,1.986,0.273,1.911,0.079,0.553,1.0
Foi uma experiência incrível e única!,0.1382857142857143,0.968,0.1144285714285714,0.801,0.1421428571428571,0.995,0.1315714285714286,0.921,0.0,0.0,0.0
Um restaurante que representa muito bem a potencialidade da comida nortense.,0.2524166666666667,3.029,0.13975,1.677,0.26025,3.123,0.2295833333333333,2.7550000000000003,0.0508333333333333,0.6100000000000001,0.0
"Muito bem preparado e elaborado, apesar do cargo chefe ser uma alimentação bem pesada, ainda assim o indico (pirarucu amazônico).",0.1878,4.695,0.11492,2.873,0.16628,4.157,0.18424,4.606,0.0838,2.095,0.0
"Infelizmente as bebidas pra quem quer uma experiência completa, não vai de total encontro a expectativa, caipirinhas e caipiroskas mal elaboradas, mas logico os sucos são muito bem feitos e a batida de cacau sensacional.",0.1137179487179487,4.4350000000000005,0.1224102564102564,4.774,0.156051282051282,6.085999999999999,0.1424102564102564,5.554,0.0351282051282051,1.37,1.0
Tem pratos feitos com muito requinte (camarão com castanha) e pratos feitos como se fosse de casa (sardinha frita com baião).,0.0797307692307692,2.073,0.065076923076923,1.692,0.0820384615384615,2.133,0.0826923076923077,2.1500000000000004,0.0212692307692307,0.553,0.0
Indico para quem quiser ter uma experiencia amazônica diferenciada.,0.0281,0.281,0.025,0.25,0.0,0.0,0.0101,0.101,0.0227,0.227,0.0
Afinal de contas o melhor cozinheiro do Brasil varias vezes consecutivas não é a toa.,0.0593125,0.949,0.074875,1.198,0.0609375,0.975,0.0625,1.0,0.00775,0.124,0.0
"é um otimo restaurante, os pratos sao muito bons, o ambiente e o atendimento também, porém há um problema com a acústica do restaurante, muito barulhento",0.1240666666666666,3.722,0.0638333333333333,1.915,0.1674999999999999,5.025,0.1303,3.909,0.0411,1.233,1.0
"Ambiente ótimo pra ir com amigos, comida muito boa mesmo.",0.1798333333333333,2.158,0.1024166666666666,1.229,0.1135833333333333,1.363,0.1420833333333333,1.705,0.0569166666666666,0.683,1.0
"A decoração é linda e voce pode caminhar pelo local e conhecer cachaças de varias partes do país e do mundo, e o melhor estão todas a venda, otimo ambiente.",0.0975454545454545,3.219,0.0983636363636363,3.2460000000000004,0.0903939393939394,2.983,0.0917272727272727,3.027,0.0112121212121212,0.37,1.0
Super recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excelente churrascaria.,0.2353333333333333,0.706,0.0296666666666666,0.089,0.2733333333333334,0.8200000000000001,0.177,0.531,0.0076666666666666,0.023,1.0
"Após alguns dias comendo apenas os pratos da região com peixe, resolvi comer uma boa carne e fiquei muito satisfeito com o restaurante.",0.15188,3.7970000000000006,0.0816,2.04,0.1252799999999999,3.132,0.1281199999999999,3.203,0.03704,0.9260000000000002,0.0
O ambiente é bem agradável.,0.256,1.536,0.2676666666666666,1.606,0.2381666666666666,1.429,0.2538333333333333,1.523,0.0,0.0,1.0
"Para quem prefere menos barulho, sugiro ficar na parte superior.",0.0949166666666666,1.139,0.0635833333333333,0.763,0.0635833333333333,0.763,0.1002499999999999,1.2029999999999998,0.0871666666666666,1.0459999999999998,0.0
Pedi a picanha e a carne veio suculenta e no ponto certo.,0.0092307692307692,0.12,0.013076923076923,0.1699999999999999,0.0065384615384615,0.0849999999999999,0.0088461538461538,0.1149999999999999,0.0022307692307692,0.029,1.0
O atendimento também foi ótimo e a comida veio super rápido.,0.1458333333333333,1.75,0.0994166666666666,1.1929999999999998,0.12575,1.509,0.1204166666666666,1.4449999999999998,0.00475,0.057,1.0
"Local bonito e agradável, localizado dentro do shopping Manauara.",0.1821818181818182,2.004,0.1507272727272727,1.658,0.0605454545454545,0.666,0.1246363636363636,1.371,0.0132727272727272,0.146,1.0
Muitas opções de drinks e bebidas.,0.1651428571428571,1.156,0.2775714285714286,1.943,0.2558571428571428,1.791,0.2328571428571428,1.63,0.0,0.0,0.0
O atendimento deixou um pouco a desejar porque tinha garçons que não sabiam quais os chopes disponíveis na casa e chegamos a ficar 15 min esperando uma rodada com um monte de garçom ocioso.,0.1102857142857142,3.86,0.0628,2.198,0.1263142857142857,4.421,0.1162,4.067,0.0538,1.883,1.0
"Mesmo assim recomendo o local, basta ser paciente.",0.0644,0.644,0.0578999999999999,0.579,0.0170999999999999,0.1709999999999999,0.0393,0.393,0.0305,0.305,0.0
"Apesar de não terem matrinxã assado, o qual queria jantar, o tambaqui estava saboroso e a farofa branca com ovo estava muito bom.",0.0784230769230769,2.039,0.0712692307692307,1.853,0.0846153846153846,2.2,0.0846923076923076,2.202,0.0228076923076923,0.5930000000000001,1.0
"O que eu pedi e gostei foram o escondidinho de carne de sol e uma carne na chapa, muito gostosa mesmo.",0.0997826086956521,2.295,0.1014782608695652,2.334,0.0998695652173912,2.297,0.1084347826086956,2.494,0.0312608695652173,0.719,0.0
além da variedade de bebidas e um chopp bem geladinho.,0.322,3.5420000000000003,0.319,3.509,0.3831818181818182,4.215,0.3413636363636363,3.755,0.0,0.0,1.0
Ótima opção para uma sexta feira explorando Manaus .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O local é lindo , a comida é ótima (sem falar na batida de coco!!)",0.1028947368421052,1.955,0.0813684210526315,1.5459999999999998,0.1081052631578947,2.054,0.099578947368421,1.892,0.0436842105263157,0.83,1.0
", música ao vivo e o atendimento perfeito do garçom Bruno .",0.0791666666666666,0.95,0.1635833333333333,1.963,0.11575,1.389,0.1178333333333333,1.414,0.005,0.06,1.0
"Podendo , voltaremos !",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"É horrivel, o atendimento vai de mal a pior só depende do astral dos funcionários, além disso para ""mundo"" de alguma coisa essa  casa passa muito longe!",0.1065151515151515,3.515000000000001,0.0938484848484848,3.097,0.1175454545454545,3.879,0.1125151515151515,3.713,0.0196060606060606,0.647,1.0
"é um lugar agradável por estar no Largo, no entanto poderia ser um ótimo lugar se mudasse a administração, seria realmente um lugar interessante de se conhecer!",0.1893333333333333,5.68,0.1320333333333333,3.961,0.1661,4.983,0.1608,4.824,0.0050666666666666,0.152,1.0
"para jantar recomendo, pratos diferenciados, não tradicionais, ou melhor tradicionais modificados, o chefe tem um menu muito gostoso.",0.1283478260869565,2.9520000000000004,0.0464782608695652,1.069,0.1158695652173913,2.665,0.1030869565217391,2.371,0.0294347826086956,0.677,1.0
"o lugar é agradável, pequeno, parece com o japao realmente.",0.120076923076923,1.561,0.055076923076923,0.716,0.1153076923076923,1.499,0.0967692307692307,1.258,0.0,0.0,1.0
"Grande bufê  que inclui além de pratos quentes, sushis e saladas que servem de acompanhamento para os variados tipos de carne que é servido.",0.0906296296296296,2.447,0.146074074074074,3.944,0.1249629629629629,3.374,0.1205925925925926,3.256,0.0,0.0,1.0
Vale à pena chegar chegar cedo para pegar uma boa mesa e curtir as promoções de happy hour do Outback.,0.1288095238095238,2.705,0.176047619047619,3.697,0.1359523809523809,2.855,0.1434761904761904,3.013,0.0104285714285714,0.219,0.0
"O atendimento é muito bom; a comida, saborosa; o chopp está sempre na temperatura certa!",0.092578947368421,1.759,0.0582105263157894,1.106,0.0649473684210526,1.234,0.079578947368421,1.512,0.0321052631578947,0.6100000000000001,1.0
"Claro que, com a casa cheia, há um pouco mais de demora, mas nada que prejudique a experiência.",0.1798181818181818,3.956,0.1170454545454545,2.575,0.1991363636363636,4.381,0.1801818181818182,3.964,0.044590909090909,0.981,0.0
"Dica: se puder sentar na varanda, o som ambiente não atrapalha as conversas.",0.0185,0.296,0.0134375,0.215,0.001375,0.022,0.0095,0.152,0.0048125,0.077,0.0
Jantamos no Jamie’s de Curitiba a poucos dias.,0.0517,0.517,0.0973,0.973,0.0839999999999999,0.84,0.0777,0.777,0.0,0.0,0.0
Embora seja um restaurante recém inaugurado o atendimento é ótimo.,0.201,2.2110000000000003,0.0866363636363636,0.953,0.2304545454545454,2.535,0.1726363636363636,1.899,0.0,0.0,1.0
Serviço prestado com atenção e cuidado ao consumidor.,0.1075555555555555,0.968,0.0246666666666666,0.222,0.0954444444444444,0.8590000000000001,0.066,0.594,0.0132222222222222,0.119,0.0
Fomos atendidos pelo Fernando.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A comida é muito boa.,0.1651666666666666,0.991,0.0255,0.153,0.1033333333333333,0.62,0.1223333333333333,0.734,0.1016666666666666,0.6100000000000001,1.0
Com cardápio variado.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fácil de agradar.,0.12925,0.517,0.24325,0.973,0.21,0.84,0.19425,0.777,0.0,0.0,0.0
Boa carta de vinhos.,0.1034,0.517,0.1946,0.973,0.1679999999999999,0.84,0.1554,0.777,0.0,0.0,1.0
E o preço não é abusivo.,0.0082857142857142,0.058,0.0234285714285714,0.164,0.0,0.0,0.0105714285714285,0.074,0.0,0.0,1.0
Vale conferir.,0.2893333333333333,0.868,0.241,0.723,0.0,0.0,0.1766666666666666,0.53,0.0,0.0,0.0
"Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!",0.0916585365853658,3.758,0.0796585365853658,3.266,0.087390243902439,3.583,0.0846585365853658,3.471,0.0033658536585365,0.138,1.0
A comida é extremamente saborosa e os pratos são bem servidos.,0.0968333333333333,1.162,0.1008333333333333,1.21,0.096,1.152,0.0946666666666666,1.136,0.00475,0.057,1.0
O ambiente é bastante simples e o serviço deixou a desejar.,0.0379166666666666,0.455,0.07125,0.855,0.05025,0.6030000000000001,0.0400833333333333,0.481,0.0308333333333333,0.37,1.0
"O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.",0.2135217391304347,4.911,0.2140869565217391,4.924,0.2209565217391304,5.082000000000001,0.2056521739130434,4.73,0.0290434782608695,0.668,0.0
Vale a visita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.",0.15475,3.095,0.15505,3.101,0.1881999999999999,3.7639999999999993,0.1659999999999999,3.32,0.0,0.0,1.0
Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.,0.2042,4.084,0.12505,2.501,0.18475,3.695,0.18685,3.737,0.04665,0.933,1.0
"O ambiente é bem amplo, iluminado.",0.3117499999999999,2.494,0.337625,2.701,0.19125,1.53,0.280125,2.241,0.0,0.0,1.0
"Nenhum luxo, mas é agradável.",0.1122857142857143,0.786,0.0894285714285714,0.626,0.0727142857142857,0.509,0.0914285714285714,0.64,0.0,0.0,0.0
Atendimento muito cordial dos funcionários.,0.256,1.536,0.1588333333333333,0.953,0.2008333333333333,1.205,0.2358333333333333,1.415,0.0921666666666666,0.553,1.0
"Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.",0.1124782608695652,2.587,0.0187391304347826,0.431,0.1167391304347826,2.685,0.0853043478260869,1.962,0.0372173913043478,0.8560000000000001,0.0
Caro demais.,0.318,0.954,0.3043333333333333,0.913,0.0,0.0,0.2073333333333333,0.622,0.0,0.0,1.0
Recomendo procurar outros restaurantes na área.,0.1681428571428571,1.177,0.0521428571428571,0.365,0.15,1.05,0.1535714285714285,1.075,0.1205714285714285,0.844,0.0
"Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.",0.095875,3.0680000000000005,0.08796875,2.815,0.13128125,4.201,0.11303125,3.617,0.0261875,0.838,0.0
"O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.",0.046125,0.738,0.0,0.0,0.0485625,0.777,0.05,0.8,0.0553125,0.885,1.0
Boteco bem simples com preço de Bistrô.,0.1995,1.596,0.346875,2.775,0.289125,2.313,0.268,2.144,0.031375,0.251,1.0
"Um bom lugar para estar com a família e/ou amigos, incluindo crianças.",0.0624285714285714,0.8739999999999999,0.0137142857142857,0.192,0.0730714285714285,1.023,0.0481428571428571,0.674,0.0,0.0,1.0
Restaurante muito aconchegante e com bom atendimento.,0.192,1.536,0.119125,0.953,0.160375,1.283,0.180125,1.441,0.069125,0.553,1.0
A cozinheira veio até à nossa mesa e se colocou à disposição para confirmar o bom atendimento.,0.1397777777777777,2.516,0.1432777777777777,2.579,0.1600555555555555,2.881,0.1647777777777777,2.966,0.0513888888888888,0.925,1.0
Preço bom e comida muito boa.,0.1498571428571428,1.049,0.0452857142857142,0.317,0.0885714285714285,0.62,0.1154285714285714,0.808,0.0871428571428571,0.6100000000000001,1.0
Frequento o restaurante a 3 anos e toda vez que eu vou sou bem tratada.,0.0935,1.496,0.06125,0.98,0.122625,1.962,0.0924375,1.479,0.0,0.0,0.0
"Os sushis são diferentes, frescos e incríveis.",0.0295555555555555,0.266,0.0176666666666666,0.159,0.0277777777777777,0.25,0.0214444444444444,0.193,0.0,0.0,1.0
Os especiais da casa são os coringas e meus favoritos.,0.1044545454545454,1.149,0.0132727272727272,0.146,0.0884545454545454,0.973,0.0687272727272727,0.756,0.0,0.0,0.0
Com sobremesa inclusa de rolinho primavera de doce de leite.,0.2906363636363636,3.197,0.4157272727272726,4.573,0.407,4.476999999999999,0.3697272727272727,4.067,0.0046363636363636,0.051,0.0
SENSACIONAL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amooo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endereco tradicional paulistano.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar).",0.0949411764705882,3.228,0.0695294117647058,2.364,0.1307941176470588,4.447,0.108735294117647,3.697000000000001,0.0378823529411764,1.2879999999999998,0.0
Fui por indicação a esse restaurante e realmente fiquei muito surpresa.,0.118,1.416,0.1649166666666666,1.979,0.1089999999999999,1.3079999999999998,0.1459166666666666,1.751,0.0460833333333333,0.553,0.0
"Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos.",0.119,2.261,0.061578947368421,1.17,0.144578947368421,2.747,0.1077368421052631,2.047,0.0157368421052631,0.299,1.0
Comi gnui e estava maravilhoso.,0.0608333333333333,0.365,0.11,0.66,0.0076666666666666,0.046,0.0595,0.357,0.0,0.0,1.0
"De sobremesa um doce com aipim, sorvete de côco e doce de leite.",0.3163333333333333,4.745,0.3337333333333332,5.005999999999999,0.4086666666666666,6.129999999999999,0.353,5.295,0.0,0.0,0.0
"O côco pesou para mim, mas essa é uma intolerância minha.",0.017,0.221,0.0066923076923076,0.087,0.0231538461538461,0.301,0.0144615384615384,0.188,0.0098461538461538,0.128,0.0
A sobremesa estava excelente.,0.1412,0.706,0.0101999999999999,0.051,0.1746,0.873,0.1088,0.544,0.0,0.0,1.0
A minha amiga que comeu também não teve problema algum.,0.0,0.0,0.0073636363636363,0.081,0.0181818181818181,0.2,0.0074545454545454,0.082,0.0115454545454545,0.127,0.0
Recomendo e voltarei!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Difícil não sair satisfeito do Rascal.,0.2567142857142857,1.7970000000000002,0.2204285714285714,1.543,0.1302857142857142,0.912,0.2024285714285714,1.417,0.0,0.0,0.0
O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia.,0.1857222222222222,3.3430000000000004,0.1957777777777777,3.524,0.1666111111111111,2.999,0.1827222222222222,3.289,0.0,0.0,0.0
"Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!",0.0945744680851063,4.445,0.0996808510638297,4.685,0.1194042553191489,5.612,0.1076170212765957,5.058,0.0144042553191489,0.677,1.0
Ambiente rústico que traz o apelo artesanal.,0.01525,0.122,0.0,0.0,0.0,0.0,0.005125,0.041,0.0,0.0,1.0
"O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis.",0.0872,1.308,0.1454,2.181,0.1193999999999999,1.791,0.1168666666666666,1.753,0.0014,0.021,1.0
A fabricação é visível aos clientes e o atendimento é bom.,0.1035833333333333,1.243,0.0969166666666666,1.163,0.0561666666666666,0.6739999999999999,0.08375,1.005,0.0053333333333333,0.064,1.0
Bem localizado na Av.,0.1875,0.75,0.245,0.98,0.23,0.92,0.22075,0.883,0.0,0.0,1.0
"Dom Severino, local nobre da zona leste da cidade.",0.0912727272727272,1.004,0.0236363636363636,0.26,0.0869090909090909,0.956,0.0884545454545454,0.973,0.0867272727272727,0.954,0.0
"Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio.",0.235,3.995000000000001,0.1631176470588235,2.773,0.2568823529411764,4.367,0.2495882352941176,4.243,0.1086470588235294,1.847,1.0
"No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante.",0.05964,1.491,0.07196,1.799,0.07284,1.821,0.06704,1.6760000000000002,0.00332,0.083,0.0
"As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado.",0.1282222222222222,3.462,0.0391111111111111,1.056,0.1278148148148148,3.451,0.1102962962962962,2.978,0.0357777777777777,0.966,1.0
"De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena.",0.1384999999999999,2.493,0.1688333333333333,3.039,0.2094444444444444,3.77,0.1722777777777777,3.101,0.0,0.0,1.0
Não pedimos vinho ou alguma bebida cara para elevar o preço.,0.1288333333333333,1.546,0.1515833333333333,1.819,0.1480833333333333,1.777,0.1361666666666666,1.634,0.0025833333333333,0.031,0.0
"Em resumo, nada que justifique o preço de R$ 194,40 por pessoa.",0.1766428571428571,2.473,0.0812142857142857,1.137,0.1036428571428571,1.451,0.1670714285714285,2.339,0.1396428571428571,1.955,0.0
Recomendo!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional.,0.185375,2.966,0.1928125,3.085,0.2589375,4.143,0.219125,3.506,0.0426249999999999,0.6819999999999999,1.0
"Destaque para o Mateus, Maciel e em especial o Carlos",0.082090909090909,0.903,0.0864545454545454,0.951,0.0,0.0,0.0561818181818181,0.618,0.0,0.0,0.0
É tipo um boteco sofisticado.,0.4143333333333333,2.486,0.126,0.756,0.3205,1.923,0.2868333333333333,1.721,0.0,0.0,1.0
"O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons.",0.1896,3.792,0.10985,2.197,0.16495,3.2990000000000004,0.18955,3.791,0.12115,2.423,1.0
Freqüentado pelos moradores do Leblon.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Muito bem localizado em frente à praia de Meirelles, pouco depois da popular ""feirinha"", com excelente atendimento e ambiente muito agradável.",0.2539230769230768,6.601999999999999,0.1369999999999999,3.562,0.2143461538461538,5.573,0.2282692307692307,5.935,0.0797307692307692,2.073,1.0
"Comi a famosa carne seca na moranga, que faz jus à sua fama.",0.0,0.0,0.0055333333333333,0.083,0.0,0.0,0.0018666666666666,0.028,0.0,0.0,0.0
"Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura.",0.1574444444444444,2.834,0.1748888888888888,3.148,0.1970555555555555,3.547,0.1852222222222222,3.334,0.0387222222222222,0.6970000000000001,0.0
Recomendo também a Caipirosca de morango.,0.2118571428571428,1.483,0.1389999999999999,0.973,0.2394285714285714,1.676,0.1968571428571428,1.378,0.0,0.0,0.0
"Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova.",0.1040624999999999,3.33,0.10875,3.48,0.13575,4.344,0.12490625,3.997,0.02609375,0.835,0.0
"O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas.",0.1132222222222222,3.057,0.1165555555555555,3.147,0.1489259259259259,4.021,0.1377777777777777,3.72,0.0344814814814814,0.931,1.0
Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas.,0.1045625,1.673,0.18225,2.916,0.1644375,2.631,0.1504375,2.407,0.0,0.0,0.0
"O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos.",0.1786153846153846,2.322,0.1214615384615384,1.579,0.1318461538461538,1.714,0.1580769230769231,2.055,0.0425384615384615,0.553,1.0
"Como não poderia deixar de ser, nem tudo é perfeito.",0.0636666666666666,0.764,0.104,1.248,0.0746666666666666,0.896,0.0785833333333333,0.943,0.00675,0.081,0.0
"O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas.",0.1604230769230769,4.171,0.1602307692307692,4.166,0.1276538461538461,3.319,0.1543461538461538,4.013,0.0255384615384615,0.664,1.0
"Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas.",0.138,2.484,0.1595,2.871,0.1172777777777777,2.111,0.1366111111111111,2.459,0.0050555555555555,0.091,1.0
As sobremesas merecem destaque pela variedade e sabor.,0.1112222222222222,1.001,0.0726666666666666,0.6539999999999999,0.0631111111111111,0.5680000000000001,0.0823333333333333,0.7410000000000001,0.0,0.0,0.0
"Local muito bom , na Passarela do Caranguejo.",0.1974444444444444,1.777,0.023,0.207,0.1675555555555555,1.508,0.174,1.566,0.159,1.431,1.0
Com excelente comida e música ao vivo.,0.138875,1.111,0.1453749999999999,1.1629999999999998,0.198125,1.585,0.153625,1.229,0.0146249999999999,0.1169999999999999,1.0
Destaque para a decoração que achei incrível .,0.013625,0.109,0.002125,0.017,0.007375,0.059,0.00775,0.062,0.0,0.0,1.0
ótimo atendimento.,0.256,0.768,0.3176666666666666,0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
Preço dentro da média .,0.0392,0.196,0.0578,0.289,0.0062,0.031,0.0289999999999999,0.145,0.0162,0.081,1.0
Vale a pena conhecer.,0.2144,1.072,0.2116,1.058,0.0196,0.098,0.1396,0.6980000000000001,0.0268,0.134,0.0
"A melhor cerveja artesanal de Belém, fica na Cervejaria Amazon Beer, localizada na Estação das Docas, próximo ao ver-o-peso, um dos ambientes mais indicados para os turistas, além, de poder ver o por-do-sol a beira da baia do guajará.",0.0765434782608695,3.521,0.0856521739130434,3.94,0.0841086956521739,3.869,0.0787826086956521,3.624,0.0058260869565217,0.268,1.0
"Existe diversos tipos de cervejas, como a com sabor de açaí, taperebá e bacuri.",0.0741764705882353,1.261,0.1184705882352941,2.014,0.1053529411764705,1.791,0.0993529411764705,1.689,0.0,0.0,0.0
As pizzas da Forneria são ótimas!!,0.023625,0.189,0.009625,0.077,0.025375,0.203,0.0195,0.156,0.0,0.0,1.0
"Massa deliciosa, ingredientes de qualidade.",0.345,2.415,0.2747142857142857,1.923,0.3861428571428571,2.703,0.3354285714285714,2.348,0.0,0.0,1.0
O atendimento é muito bom e o preço bem justo.,0.3037272727272727,3.341,0.1906363636363636,2.097,0.2581818181818182,2.84,0.2675454545454545,2.943,0.0502727272727272,0.553,1.0
"Pizza simples (margherita) sai por R$ 47, uma mais elaborada por R$ 56!!",0.0150555555555555,0.271,0.0365555555555555,0.658,0.0307222222222222,0.553,0.0227777777777777,0.41,0.0139444444444444,0.251,0.0
O restaurante é especializado na cozinha portuguesa.,0.0,0.0,0.008625,0.069,0.00975,0.078,0.006125,0.049,0.0,0.0,0.0
"Atendimento muito bom, o bacalhau esplêndido.",0.305875,2.447,0.119125,0.953,0.228125,1.825,0.278125,2.225,0.181625,1.453,1.0
O único defeito é o espaço que é pequeno.,0.1351,1.351,0.0039,0.039,0.194,1.94,0.1403,1.403,0.0959,0.959,1.0
Os pratos quentes do restaurantes são deliciosos.,0.023625,0.189,0.009625,0.077,0.025375,0.203,0.0195,0.156,0.0,0.0,1.0
"Restaurante a kilo , normalmente são de baixo custo , atenção , não é o caso deste !",0.0556111111111111,1.001,0.0676111111111111,1.217,0.065,1.17,0.0617777777777777,1.112,0.0029444444444444,0.053,0.0
"O kilo perto dos R $ 75,00 torna o almoço de rotina muito caro , permitindo o cálculo e trazendo o almoço no Mangai pra uma realidade possível , quanto ao sabor ... muito bom !",0.1629166666666666,5.864999999999999,0.1081388888888888,3.893,0.0941111111111111,3.388,0.1386111111111111,4.99,0.0562777777777777,2.026,1.0
Bom mesmo.,0.1026666666666666,0.308,0.071,0.213,0.0,0.0,0.0496666666666666,0.149,0.0243333333333333,0.073,0.0
"Comida perfeita, atendimento do garçom Wemerson nota 10, música agradável, ambiente agradável",0.1708666666666666,2.563,0.2157333333333333,3.236,0.1606,2.409,0.1798,2.697,0.0038,0.057,1.0
"Bebida sempre gelada , pessoas bonitas  e simpáticas , lugar perfeito para fazer amizades e passar a noite toda bebendo e comendo!",0.0839583333333333,2.015,0.01275,0.306,0.0414583333333333,0.995,0.0589166666666666,1.414,0.0415,0.996,1.0
